Word,Synonym
mugdha-bhāvena,by the childish behavior of the deer
tatratatra,here and there
viṣakta-mati,whose mind was too much attracted
praṇaya,with love
bhara,loaded
hṛdayaḥ,whose heart
kārpaṇyāt,because of affection and love
skandhena,by the shoulder
udvahati,carries
evam,in this way
utsaṅge,sometimes on the lap
urasi,on the chest while sleeping
ca,also
ādhāya,keeping
upalālayan,fondling
mudam,pleasure
paramām,very great
avāpa,he felt.
kriyāyām,the activities of worshiping the Lord or performing ritualistic ceremonies
nirvartyamānāyām,even without finishing
antarāle,at intervals in the middle
api,although
utthāyautthāya,repeatedly getting up
yadā,when
enam,the deer calf
abhicakṣīta,would see
tarhivāva,at that time
saḥ,he
varṣa-patiḥ,Mahārāja Bharata
prakṛti-sthena,happy
manasā,within his mind
tasmai,unto it
āśiṣaḥāśāste,bestows benedictions
svasti,all auspiciousness
stāt,let there be
vatsa,O my dear calf
te,unto you
sarvataḥ,in all respects
iti,thus.
anyadā,sometimes (not seeing the calf)
bhṛśam,very much
udvigna-manāḥ,his mind full of anxiety
naṣṭa-draviṇaḥ,who has lost his riches
iva,like
kṛpaṇaḥ,a miserly man
sa-karuṇam,piteously
ati-tarṣeṇa,with great anxiety
hariṇa-kuṇaka,from the calf of the deer
viraha,by separation
vihvala,agitated
hṛdaya,in mind or heart
santāpaḥ,whose affliction
tam,that calf
eva,only
anuśocan,continuously thinking of
kila,certainly
kaśmalam,illusion
mahat,very great
abhirambhitaḥ,obtained
iti,thus
ha,certainly
uvāca,said.
api,indeed
bata,alas
saḥ,that calf
vai,certainly
kṛpaṇaḥ,aggrieved
eṇa-bālakaḥ,the deer child
mṛta-hariṇī-sutaḥ,the calf of the dead doe
aho,oh
mama,of me
anāryasya,the most ill-behaved
śaṭha,of a cheater
kirāta,or of an uncivilized aborigine
mateḥ,whose mind is that
akṛta-sukṛtasya,who has no pious activities
kṛta-visrambhaḥ,putting all faith
ātma-pratyayena,by assuming me to be like himself
tatavigaṇayan,without thinking of all these things
su-janaḥiva,like a perfect gentle person
agamiṣyati,will he again return.
api,it may be
kṣemeṇa,with fearlessness because of the absence of tigers and other animals
asmin,in this
āśrama-upavane,garden of the hermitage
śaṣpāṇicarantam,walking and eating the soft grasses
deva-guptam,being protected by the demigods
drakṣyāmi,shall I see.
apica,or
na,not
vṛkaḥ,a wolf
sālā-vṛkaḥ,a dog
anyatamaḥ,any one of many
vā,or
na-eka-caraḥ,the hogs that flock together
eka-caraḥ,the tiger that wanders alone
vā,or
bhakṣayati,is eating (the poor creature).
nimlocati,sets
ha,alas
bhagavān,"the Supreme Personality of Godhead, represented as the sun"
sakala-jagat,of all the universe
kṣema-udayaḥ,who increases the auspiciousness
trayī-ātmā,who consists of the threeVedas
adyaapi,until now
mama,my
na,not
mṛga-vadhū-nyāsaḥ,this baby deer entrusted to me by its mother
āgacchati,has come back.
apisvit,whether it will
akṛta-sukṛtam,who has never executed any pious activities
āgatya,coming back
mām,to me
sukhayiṣyati,give pleasure
hariṇa-rāja-kumāraḥ,"the deer, who was just like a prince because of my taking care of it exactly like a son"
vividha,various
rucira,very pleasing
darśanīya,to be seen
nija,own
mṛga-dāraka,befitting the calf of the deer
vinodaiḥ,by pleasing activities
asantoṣam,the unhappiness
svānām,of his own kind
apanudan,driving away.
kṣvelikāyām,while playing
mām,unto me
mṛṣā,feigning
samādhinā,by a meditational trance
āmīlita-dṛśam,with closed eyes
prema-saṁrambheṇa,because of anger due to love
cakita-cakitaḥ,with fear
āgatya,coming
pṛṣat,like drops of water
aparuṣa,very soft
viṣāṇa,of the horns
agreṇa,by the point
luṭhati,touches my body.
āsādita,placed
haviṣi,all the ingredients to be offered in the sacrifice
barhiṣi,on thekuśagrass
dūṣite,when polluted
mayāupālabdhaḥ,being scolded by me
bhīta-bhītaḥ,in great fear
sapadi,immediately
uparata-rāsaḥ,stopped its playing
ṛṣi-kumāravat,exactly like the son or disciple of a saintly person
avahita,completely restrained
karaṇa-kalāpaḥ,all the senses
āste,sits.
kimvā,what
are,oh
ācaritam,practiced
tapaḥ,penance
tapasvinyā,by the most fortunate
anayā,this planet earth
yat,since
iyam,this
avaniḥ,earth
sa-vinaya,very mild and well-behaved
kṛṣṇa-sāra-tanaya,of the calf of the black deer
tanutara,small
subhaga,beautiful
śiva-tama,most auspicious
akhara,soft
khura,of the hooves
pada-paṅktibhiḥ,by the series of the marks
draviṇa-vidhura-āturasya,who is very aggrieved because of loss of wealth
kṛpaṇasya,a most unhappy creature
mama,for me
draviṇa-padavīm,the way to achieve that wealth
sūcayanti,indicating
ātmānam,her own personal body
ca,and
sarvataḥ,on all sides
kṛta-kautukam,ornamented
dvijānām,of thebrāhmaṇas
svarga-apavarga-kāmānām,who are desirous of achieving heavenly planets or liberation
deva-yajanam,a place of sacrifice to the demigods
karoti,it makes.
apisvit,can it be
asau,that
bhagavān,most powerful
uḍu-patiḥ,the moon
enam,this
mṛga-pati-bhayāt,because of fear of the lion
mṛta-mātaram,who lost its mother
mṛga-bālakam,the son of a deer
sva-āśrama-paribhraṣṭam,who strayed from itsāśrama
anukampayā,out of compassion
kṛpaṇa-jana-vatsalaḥ,(the moon) who is very kind to the unhappy men
paripāti,now is protecting it.
kimvā,or it may be
ātma-ja,from the son
viśleṣa,because of separation
jvara,the heat
dava-dahana,of the forest fire
śikhābhiḥ,by the flames
upatapyamāna,being burned
hṛdaya,the heart
sthala-nalinīkam,compared to a red lotus flower
mām,unto me
upasṛta-mṛgī-tanayam,to whom the son of the deer was so submissive
śiśira-śānta,which is so peaceful and cool
anurāga,out of love
guṇita,flowing
nija-vadana-salila,the water from its mouth
amṛta-maya,as good as nectar
gabhastibhiḥ,by the rays of the moon
svadhayati,is giving me pleasure
iti,thus
ca,and.
evam,in that way
aghaṭamāna,impossible to be achieved
manaḥ-ratha,"by desires, which are like mental chariots"
ākula,aggrieved
hṛdayaḥ,whose heart
mṛga-dāraka-ābhāsena,resembling the son of a deer
sva-ārabdha-karmaṇā,by the bad results of his unseen fruitive actions
yoga-ārambhaṇataḥ,from the activities ofyogaperformances
vibhraṁśitaḥ,fallen down
saḥ,he (Mahārāja Bharata)
yoga-tāpasaḥ,executing the activities of mysticyogaand austerities
bhagavat-ārādhana-lakṣaṇāt,from the activities of devotional service rendered to the Supreme Personality of Godhead
ca,and
katham,how
itarathā,else
jāti-antare,belonging to a different species of life
eṇa-kuṇake,to the body of a deer calf
āsaṅgaḥ,so much affectionate attachment
sākṣāt,directly
niḥśreyasa,to achieve the ultimate goal of life
pratipakṣatayā,with the quality of being an obstacle
prāk,who previously
parityakta,given up
dustyaja,although very difficult to give up
hṛdaya-abhijātasya,"his sons, born of his own heart"
tasya,of him
evam,thus
antarāya,by that obstacle
vihata,obstructed
yoga-ārambhaṇasya,whose path of executing the mysticyogapractices
rāja-ṛṣeḥ,of the great saintly King
bharatasya,of Mahārāja Bharata
tāvat,in that way
mṛga-arbhaka,the son of a deer
poṣaṇa,in maintaining
pālana,in protecting
prīṇana,in making happy
lālana,in fondling
anuṣaṅgeṇa,by constant absorption
avigaṇayataḥ,neglecting
ātmānam,his own soul
ahiḥiva,like a serpent
ākhu-bilam,the hole of a mouse
duratikramaḥ,unsurpassable
kālaḥ,ultimate death
karāla,terrible
rabhasaḥ,having speed
āpadyata,arrived.
tadānīm,at that time
api,indeed
pārśva-vartinam,by the side of his deathbed
ātma-jam,his own son
iva,like
anuśocantam,lamenting
abhivīkṣamāṇaḥ,seeing
mṛge,in the deer
eva,certainly
abhiniveśita-manāḥ,his mind was absorbed
visṛjya,giving up
lokam,world
imam,this
saha,with
mṛgeṇa,the deer
kalevaram,his body
mṛtam,died
anu,thereafter
na,not
mṛta,destroyed
janma-anusmṛtiḥ,remembrance of the incident before his death
itara-vat,like others
mṛga-śarīram,the body of a deer
avāpa,got.
tatraapi,in that birth
havā,indeed
ātmanaḥ,of himself
mṛgatva-kāraṇam,the cause of accepting the body of a deer
bhagavat-ārādhana-samīhā,of past activities in devotional service
anubhāvena,by consequence
anusmṛtya,remembering
bhṛśam,always
anutapya-mānaḥ,repenting
āha,said.
ahokaṣṭam,"alas, what a miserable condition of life"
bhraṣṭaḥ,fallen
aham,I (am)
ātma-vatām,of great devotees who have achieved perfection
anupathāt,from the way of life
yat,from which
vimukta-samasta-saṅgasya,although having given up the association of my real sons and home
vivikta,solitary
puṇya-araṇya,of a sacred forest
śaraṇasya,who had taken shelter
ātma-vataḥ,of one who had become perfectly situated on the transcendental platform
ātmani,in the Supersoul
sarveṣām,of all
ātmanām,living entities
bhagavati,unto the Supreme Personality of Godhead
vāsudeve,Lord Vāsudeva
tat,of Him
anuśravaṇa,constantly hearing
manana,thinking
saṅkīrtana,chanting
ārādhana,worshiping
anusmaraṇa,constantly remembering
abhiyogena,by absorption in
aśūnya,filled
sakala-yāmena,in which all the hours
kālena,by time
samāveśitam,fully established
samāhitam,fixed
kārtsnyena,totally
manaḥ,the mind in such a situation
tat,that mind
tu,but
punaḥ,again
mama,of me
abudhasya,a great fool
ārāt,from a great distance
mṛga-sutam,the son of a deer
anu,being affected by
parisusrāva,fell down.
iti,thus
evam,in this way
nigūḍha,hidden
nirvedaḥ,completely unattached to material activities
visṛjya,giving up
mṛgīm,the deer
mātaram,its mother
punaḥ,again
bhagavat-kṣetram,the place where the Supreme Lord is worshiped
upaśama-śīla,completely detached from all material attachments
muni-gaṇa-dayitam,which is dear to the great saintly residents
śālagrāmam,the village known as Śālagrāma
pulastya-pulaha-āśramam,to theāśramaconducted by such great sages as Pulastya and Pulaha
kālañjarāt,"from the Kālañjara Mountain, where he had taken his birth in the womb of a deer"
pratyājagāma,he came back.
tasminapi,in thatāśrama(Pulaha-āśrama)
kālam,the end of the duration of life in the deer body
pratīkṣamāṇaḥ,always waiting for
saṅgāt,from association
ca,and
bhṛśam,constantly
udvignaḥ,full of anxiety
ātma-sahacaraḥ,having the Supersoul as the only constant companion (no one should think of being alone)
śuṣka-parṇa-tṛṇa-vīrudhā,by eating only the dry leaves and herbs
vartamānaḥ,existing
mṛgatva-nimitta,of the cause of a deer’s body
avasānam,the end
eva,only
gaṇayan,considering
mṛga-śarīram,the body of a deer
tīrtha-udaka-klinnam,bathing in the water of that holy place
utsasarja,gave up.
śrī-śukaḥuvāca,Śukadeva Gosvāmī continued to speak
atha,thus
sindhu-sauvīra-pateḥ,of the ruler of the states known as Sindhu and Sauvīra
rahū-gaṇasya,the King known as Rahūgaṇa
vrajataḥ,while going (to theāśramaof Kapila)
ikṣu-matyāḥtaṭe,on the bank of the river known as Ikṣumatī
tat-kula-patinā,by the leader of the palanquin carriers
śibikā-vāha,to become a carrier of the palanquin
puruṣa-anveṣaṇa-samaye,at the time of searching for a man
daivena,by chance
upasāditaḥ,led near
saḥ,that
dvija-varaḥ,"Jaḍa Bharata, the son of abrāhmaṇa"
upalabdhaḥ,obtained
eṣaḥ,this man
pīvā,very strong and stout
yuvā,young
saṁhanana-aṅgaḥ,having very firm limbs
go-khara-vat,like a cow or an ass
dhuram,a load
voḍhum,to carry
alam,able
iti,thus thinking
pūrva-viṣṭi-gṛhītaiḥ,others who were formerly forced to do the task
saha,with
gṛhītaḥ,being taken
prasabham,by force
a-tat-arhaḥ,although not fit for carrying the palanquin
uvāha,carried
śibikām,the palanquin
saḥ,he
mahā-anubhāvaḥ,a great soul.
yadā,when
hi,certainly
dvija-varasya,of Jaḍa Bharata
iṣu-mātra,the measurement of an arrow (three feet) ahead
avaloka-anugateḥ,from moving only after glancing
nasamāhitā,not united
puruṣa-gatiḥ,the movement of the carriers
tadā,at that time
viṣama-gatām,becoming uneven
sva-śibikām,his own palanquin
rahūgaṇaḥ,King Rahūgaṇa
upadhārya,understanding
puruṣān,unto the men
adhivahataḥ,who were carrying the palanquin
āha,said
he,oh
voḍhāraḥ,carriers of the palanquin
sādhuatikramata,please walk evenly so that there will not be bouncing
kimiti,for what reason
viṣamam,uneven
uhyate,is being carried
yānam,the palanquin
iti,thus.
atha,thus
te,they (the carriers of the palanquin)
īśvara-vacaḥ,"the words of the master, King Rahūgaṇa"
sa-upālambham,with reproach
upākarṇya,hearing
upāya,the means
turīyāt,from the fourth one
śaṅkita-manasaḥ,whose minds were afraid
tam,him (the King)
vijñāpayāmbabhūvuḥ,informed.
na,not
vayam,we
nara-deva,"O lord among human beings (the king is supposed to be the representative ofdeva,the Supreme Personality of Godhead)"
pramattāḥ,neglectful in our duties
bhavat-niyama-anupathāḥ,who are always obedient to your order
sādhu,properly
eva,certainly
vahāmaḥ,we are carrying
ayam,this man
adhunā,just recently
eva,indeed
niyuktaḥ,being engaged to work with us
api,although
na,not
drutam,very quickly
vrajati,works
na,not
anena,him
saha,with
voḍhum,to carry
uha,oh
vayam,we
pārayāmaḥ,are able
iti,thus.
sāṁsargikaḥ,resulting from intimate association
doṣaḥ,a fault
eva,indeed
nūnam,certainly
ekasya,of one
api,although
sarveṣām,of all other
sāṁsargikāṇām,persons associated with him
bhavitum,to become
arhati,is able
iti,thus
niścitya,ascertaining
niśamya,by hearing
kṛpaṇa-vacaḥ,"the words of the poor servants, who were very afraid of being punished"
rājā,the King
rahūgaṇaḥ,Rahūgaṇa
upāsita-vṛddhaḥ,having served and heard from many elderly sages
api,in spite of
nisargeṇa,"by his personal nature, which was that of akṣatriya"
balāt,by force
kṛtaḥ,done
īṣat,slightly
utthita,awakened
manyuḥ,whose anger
avispaṣṭa,not being distinctly visible
brahma-tejasam,his (Jaḍa Bharata’s) spiritual effulgence
jāta-vedasam,a fire covered by ashes in Vedic ritualistic ceremonies
iva,like
rajasāāvṛta,covered by the mode of passion
matiḥ,whose mind
āha,said.
aho,alas
kaṣṭam,how troublesome it is
bhrātaḥ,my dear brother
vyaktam,clearly
uru,very much
pariśrāntaḥ,fatigued
dīrgham,a long
adhvānam,path
ekaḥ,alone
eva,certainly
ūhivān,you have carried
su-ciram,for a long time
na,not
ati-pīvā,very strong and stout
na,nor
saṁhanana-aṅgaḥ,"having a firm, tolerant body"
jarasā,by old age
ca,also
upadrutaḥ,disturbed
bhavān,yourself
sakhe,my friend
noeva,not certainly
apare,the other
ete,all these
saṅghaṭṭinaḥ,co-workers
iti,thus
bahu,very much
vipralabdhaḥ,sarcastically criticized
api,although
avidyayā,by nescience
racita,manufactured
dravya-guṇa-karma-āśaya,"in a combination of material elements, material qualities, and the results of past activities and desires"
sva-carama-kalevare,"in the body, which is moved by the subtle elements (mind, intelligence and ego)"
avastuni,in such physical things
saṁsthāna-viśeṣe,having a particular disposition
ahammama,I and mine
iti,in this way
anadhyāropita,not interposed
mithyā,false
pratyayaḥ,belief
brahma-bhūtaḥ,"who was self-realized, standing on the Brahman platform"
tūṣṇīm,being silent
śibikām,the palanquin
pūrva-vat,as before
uvāha,carried.
atha,thereafter
punaḥ,again
sva-śibikāyām,in his own palanquin
viṣama-gatāyām,being unevenly carried because of Jaḍa Bharata’s not walking properly
prakupitaḥ,becoming very angry
uvāca,said
rahūgaṇaḥ,King Rahūgaṇa
kimidam,what is this nonsense
are,O fool
tvam,you
jīvat,living
mṛtaḥ,dead
mām,me
kat-arthī-kṛtya,neglecting
bhartṛ-śāsanam,chastisement by the master
aticarasi,you are overstepping
pramattasya,who are almost crazy
ca,also
te,your
karomi,I shall do
cikitsām,proper treatment
daṇḍa-pāṇiḥiva,like Yamarāja
janatāyāḥ,of the people in general
yathā,so that
prakṛtim,natural position
svām,your own
bhajiṣyase,you will take to
iti,thus.
evam,in this way
bahu,much
abaddham,nonsensical
api,although
bhāṣamāṇam,talking
nara-deva-abhimānam,"King Rahūgaṇa, who thought himself the ruler"
rajasā,by the material mode of passion
tamasā,as well as by the mode of ignorance
anuviddhena,being increased
madena,by madness
tiraskṛta,who rebuked
aśeṣa,innumerable
bhagavat-priya-niketam,devotees of the Lord
paṇḍita-māninam,considering himself a very learned scholar
saḥ,that
bhagavān,spiritually most powerful (Jaḍa Bharata)
brāhmaṇaḥ,a fully qualifiedbrāhmaṇa
brahma-bhūta,fully self-realized
sarva-bhūta-suhṛt-ātmā,who was thus the friend of all living entities
yoga-īśvara,of the most advanced mysticyogīs
caryāyām,in the behavior
naati-vyutpanna-matim,"unto King Rahūgaṇa, who was not actually experienced"
smayamānaḥ,slightly smiling
iva,like
vigata-smayaḥ,who was relieved from all material pride
idam,this
āha,spoke.
brāhmaṇaḥuvāca,the learnedbrāhmaṇa(Jaḍa Bharata) spoke
tvayā,by you
uditam,explained
vyaktam,very clearly
avipralabdham,without contradictions
bhartuḥ,"of the bearer, the body"
saḥ,that
me,mine
syāt,it would have been
yadi,if
vīra,O great hero (Mahārāja Rahūgaṇa)
bhāraḥ,a load
gantuḥ,"of the mover, also the body"
yadi,if
syāt,it had been
adhigamyam,the object to be obtained
adhvā,the path
pīvā,very stout and strong
iti,thus
rāśau,in the body
na,not
vidām,of the self-realized persons
pravādaḥ,subject matter for discussion.
sthaulyam,being very stout and strong
kārśyam,being skinny and weak
vyādhayaḥ,"the pains of the body, such as disease"
ādhayaḥ,the pains of the mind
ca,and
kṣuttṛṭbhayam,"hunger, thirst and fear"
kaliḥ,quarrels between two persons
icchā,desires
jarā,old age
ca,and
nidrā,sleep
ratiḥ,attachment for sense gratification
manyuḥ,anger
aham,false identification (in the bodily concept of life)
madaḥ,illusion
śucaḥ,lamentation
dehena,with this body
jātasya,of one who has taken birth
hi,certainly
me,of me
na,not
santi,exist.
jīvat-mṛtatvam,the quality of being dead while living
niyamena,by the laws of nature
rājan,O King
ādi-anta-vat,everything material has a beginning and an end
yat,because
vikṛtasya,"of things that are transformed, such as the body"
dṛṣṭam,is seen
sva-svāmya-bhāvaḥ,the condition of servanthood and mastership
dhruvaḥ,unchangeable
īḍya,O you who are worshiped
yatra,wherein
tarhi,then
ucyate,it is said
asau,that
vidhi-kṛtya-yogaḥ,fitness of order and duty.
viśeṣa-buddheḥ,of the conception of the distinction between master and servant
vivaram,the scope
manāk,a little
ca,also
paśyāmaḥ,I see
yat,which
na,not
vyavahārataḥ,than the temporary usage or convention
anyat,other
kaḥ,who
īśvaraḥ,the master
tatra,in this
kim,who
īśitavyam,is to be controlled
tathāpi,nevertheless
rājan,O King (if you still think that you are master and I am servant)
karavāma,I may do
kim,what
te,for you.
unmatta,madness
matta,a drunkard
jaḍa-vat,like a dunce
sva-saṁsthām,situation in my original constitutional position
gatasya,of one who has obtained
me,of me
vīra,O King
cikitsitena,by your chastisement
arthaḥ,the meaning or purpose
kiyān,what
bhavatā,by you
śikṣitena,by being instructed
stabdha,dull
pramattasya,of a crazy man
ca,also
piṣṭa-peṣaḥ,like grinding flour.
śrī-śukaḥuvāca,Śukadeva Gosvāmī continued to speak
etāvat,so much
anuvāda-paribhāṣayā,by explanatory repetition of words spoken previously by the King
pratyudīrya,giving replies one after another
muni-varaḥ,great sage Jaḍa Bharata
upaśama-śīlaḥ,who was calm and peaceful in character
uparata,ceased
anātmya,things not related to the soul
nimittaḥ,whose cause (ignorance) for identification with things not related to the soul
upabhogena,by accepting the consequences of hiskarma
karma-ārabdham,the resultant action now attained
vyapanayan,finishing
rāja-yānam,the palanquin of the King
api,again
tathā,as before
uvāha,continued to carry.
saḥ,he (Mahārāja Rahūgaṇa)
ca,also
api,indeed
pāṇḍaveya,O best of the Pāṇḍu dynasty (Mahārāja Parīkṣit)
sindhu-sauvīra-patiḥ,the King of the states known as Sindhu and Sauvīra
tattva-jijñāsāyām,in the matter of inquiring about the Absolute Truth
samyak-śraddhayā,by faith consisting of complete control of the senses and the mind
adhikṛta-adhikāraḥ,who attained the proper qualification
tat,that
hṛdaya-granthi,the knot of false conceptions within the heart
mocanam,which eradicates
dvija-vacaḥ,the words of thebrāhmaṇa(Jaḍa Bharata)
āśrutya,hearing
bahu-yoga-grantha-sammatam,approved by all yogic processes and their scriptures
tvarayā,very hastily
avaruhya,getting down (from the palanquin)
śirasā,by his head
pāda-mūlam,at the lotus feet
upasṛtaḥ,falling down flat to offer obeisances
kṣamāpayan,obtaining pardon for his offense
vigata-nṛpa-deva-smayaḥ,giving up the false pride of being the King and therefore being worshipable
uvāca,said.
kaḥtvam,who are you
nigūḍhaḥ,very much covered
carasi,you move within this world
dvijānām,among thebrāhmaṇasor saintly persons
bibharṣi,you also wear
sūtram,the sacred thread belonging to the first-classbrāhmaṇas
katamaḥ,which
avadhūtaḥ,highly elevated person
kasyaasi,whose are you (whose disciple or son are you)
kutratyaḥ,from where
ihaapi,here in this place
kasmāt,for what purpose
kṣemāya,for the benefit
naḥ,of us
cet,if
asi,you are
nauta,or not
śuklaḥ,the personality of the pure mode of goodness (Kapiladeva).
na,not
aham,I
viśaṅke,am afraid
sura-rāja-vajrāt,"from the thunderbolt of the King of heaven, Indra"
na,nor
tryakṣa-śūlāt,from the piercing trident of Lord Śiva
na,nor
yamasya,"of the superintendent of death, Yamarāja"
daṇḍāt,from the punishment
na,nor
agni,of fire
arka,of the scorching heat of the sun
soma,of the moon
anila,of the wind
vitta-pa,"of the owner of riches, Kuvera, the treasurer of the heavenly planets"
astrāt,from the weapons
śaṅke,I am afraid
bhṛśam,very much
brahma-kula,the group of thebrāhmaṇas
avamānāt,from offending.
tat,therefore
brūhi,please speak
asaṅgaḥ,who have no association with the material world
jaḍa-vat,appearing like a deaf and dumb man
nigūḍha,completely hidden
vijñāna-vīryaḥ,who have full knowledge of the spiritual science and are thus very powerful
vicarasi,you are moving
apāraḥ,who possess unlimited spiritual glories
vacāṁsi,the words uttered by you
yoga-grathitāni,bearing the complete meaning of mysticyoga
sādho,O great saintly person
na,not
naḥ,of us
kṣamante,are able
manasāapi,even by the mind
bhettum,to understand by analytical study.
aham,I
ca,and
yoga-īśvaram,the master of all mystic power
ātma-tattva-vidām,of the learned scholars who are aware of the spiritual science
munīnām,of such saintly persons
paramam,the best
gurum,the preceptor
vai,indeed
praṣṭum,to inquire
pravṛttaḥ,engaged
kim,what
iha,in this world
araṇam,the most secure shelter
tat,that which
sākṣātharim,directly the Supreme Personality of Godhead
jñāna-kalā-avatīrṇam,who has descended as the incarnation of complete knowledge in His plenary portion known as Kapiladeva.
saḥ,that Supreme Personality of Godhead or His incarnation Kapiladeva
vai,indeed
bhavān,your good self
loka-nirīkṣaṇa-artham,just to study the characteristics of the people of this world
avyakta-liṅgaḥ,without manifesting your real identity
vicarati,are traveling in this world
apisvit,whether
yoga-īśvarāṇām,of all the advancedyogīs
gatim,the characteristics or actual behavior
andha-buddhiḥ,who are illusioned and have become blind to spiritual knowledge
katham,how
vicakṣīta,may know
gṛha-anubandhaḥ,"I who am bound by attachment to family life, or worldly life."
dṛṣṭaḥ,it is experienced by everyone
śramaḥ,fatigue
karmataḥ,from acting in some way
ātmanaḥ,of the soul
vai,indeed
bhartuḥ,of one who is carrying the palanquin
gantuḥ,of one who is moving
bhavataḥ,of yourself
ca,and
anumanye,I guess like that
yathā,as much as
asatā,with something that is not an actual fact
uda,of water
ānayana-ādi,of the bringing and other such tasks
abhāvāt,from the absence
sa-mūlaḥ,based on evidence
iṣṭaḥ,respected
vyavahāra-mārgaḥ,phenomenon.
sthāli,on the cooking pot
agni-tāpāt,because of the heat of fire
payasaḥ,the milk put into the pot
abhitāpaḥ,becomes hot
tat-tāpataḥ,because of the milk’s becoming hot
taṇḍula-garbha-randhiḥ,the center of the rice within the milk becomes cooked
deha-indriya-asvāśaya,the bodily senses
sannikarṣāt,from having connections with
tat-saṁsṛtiḥ,the experience of fatigue and other miseries
puruṣasya,of the soul
anurodhāt,"from compliance due to being grossly attached to the body, senses and mind."
śāstā,the governor
abhigoptā,a well-wisher of the citizens as a father is the well-wisher of his children
nṛ-patiḥ,the king
prajānām,of the citizens
yaḥ,one who
kiṅkaraḥ,order carrier
vai,indeed
na,not
pinaṣṭipiṣṭam,grinds what is already ground
sva-dharmam,one’s own occupational duty
ārādhanam,worshiping
acyutasya,of the Supreme Personality of Godhead
yat,which
īhamānaḥ,performing
vijahāti,they are released from
agha-ogham,all kinds of sinful activity and faulty action.
tat,therefore
me,unto me
bhavān,your good self
nara-deva-abhimāna-madena,by madness due to having the body of a king and thus being proud of it
tucchīkṛta,who has insulted
sat-tamasya,you who are the best among human beings
kṛṣīṣṭa,kindly show
maitrī-dṛśam,your causeless mercy upon me like a friend
ārta-bandho,O friend of all distressed persons
yathā,so
tare,I can get relief from
sat-avadhyānam,neglecting a great personality like you
aṁhaḥ,the sin.
na,not
vikriyā,material transformation
viśva-suhṛt,"of the Supreme Personality of Godhead, who is a friend to everyone"
sakhasya,"of you, the friend"
sāmyena,because of your mental equilibrium
vīta-abhimateḥ,who has completely forsaken the bodily concept of life
tava,your
api,indeed
mahat-vimānāt,of insulting a great devotee
sva-kṛtāt,from my own activity
hi,certainly
mādṛk,a person like me
naṅkṣyati,will be destroyed
adūrāt,very soon
api,certainly
śūla-pāṇiḥ,even though as powerful as Lord Śiva (Śūlapāṇi).
brāhmaṇaḥuvāca,thebrāhmaṇasaid
akovidaḥ,without having experience
kovida-vāda-vādān,words used by experienced persons
vadasi,you are speaking
atho,therefore
na,not
ati-vidām,of those who are very experienced
variṣṭhaḥ,the most important
na,not
sūrayaḥ,such intelligent persons
hi,indeed
vyavahāram,mundane and social behavior
enam,this
tattva,of the truth
avamarśena,fine judgment by intelligence
saha,with
āmananti,discuss.
tathā,therefore
eva,indeed
rājan,O King
uru-gārha-medha,rituals related to material household life
vitāna-vidyā,in knowledge that expands
uru,very greatly
vijṛmbhiteṣu,among those interested
na,not
veda-vādeṣu,who speak the version of theVedas
hi,indeed
tattva-vādaḥ,the spiritual science
prāyeṇa,almost always
śuddhaḥ,free from all contaminated activities
nu,indeed
cakāsti,appear
sādhuḥ,a person who is advanced in devotional service.
na,not
tasya,of him (a student studying theVedas)
tattva-grahaṇāya,for accepting the real purpose of Vedic knowledge
sākṣāt,directly
varīyasīḥ,very exalted
api,although
vācaḥ,words of theVedas
samāsan,sufficiently became
svapne,in a dream
niruktyā,by example
gṛha-medhi-saukhyam,happiness within this material world
na,not
yasya,of him who
heya-anumitam,concluded to be inferior
svayam,automatically
syāt,become.
yāvat,as long as
manaḥ,the mind
rajasā,by the mode of passion
pūruṣasya,of the living entity
sattvena,by the mode of goodness
vā,or
tamasā,by the mode of darkness
vā,or
anuruddham,controlled
cetobhiḥ,by the knowledge-acquiring senses
ākūtibhiḥ,by the senses of action
ātanoti,expands
niraṅkuśam,independent like an elephant not controlled by a trident
kuśalam,auspiciousness
ca,also
itaram,"other than auspiciousness, sinful activities"
vā,or.
saḥ,that
vāsanā,endowed with many desires
ātmā,the mind
viṣaya-uparaktaḥ,"attached to material happiness, sense gratification"
guṇa-pravāhaḥ,"driven by the force of eithersattva-guṇa, rajo-guṇaortamo-guṇa"
vikṛtaḥ,transformed by lust and so on
ṣoḍaśa-ātmā,"the chief of the sixteen material elements (the five gross elements, the ten senses and the mind)"
bibhrat,wandering
pṛthak-nāmabhiḥ,with separate names
rūpa-bhedam,assuming different forms
antaḥ-bahiṣṭvam,the quality of being first-class or last-class
ca,and
puraiḥ,with different bodily forms
tanoti,manifests.
duḥkham,unhappiness due to impious activities
sukham,happiness due to pious activities
vyatiriktam,illusion
ca,also
tīvram,very severe
kāla-upapannam,obtained in the course of time
phalam,the resultant action
āvyanakti,creates
āliṅgya,embracing
māyā-racita,created by material nature
antaḥ-ātmā,the mind
sva-dehinam,the living being himself
saṁsṛti,of the actions and reactions of material existence
cakra-kūṭaḥ,which deceives the living entity into the wheel.
tāvān,until that time
ayam,this
vyavahāraḥ,"the artificial designations (being fat or skinny, or belonging to the demigods or human beings)"
sadā,always
āviḥ,manifesting
kṣetra-jña,of the living entity
sākṣyaḥ,testimony
bhavati,is
sthūla-sūkṣmaḥ,fat and skinny
tasmāt,therefore
manaḥ,the mind
